Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EmployeeCount;EmployeeNumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;HourIncome
32;No;Non-Travel;1184;Research & Development;1;3;Life Sciences;1;951;3;Female;70;2;1;Laboratory Technician;2;Married; R$ 2.332,00 ;3974;6;Y;No;20;4;3;80;0;5;3;3;3;0;0;2; R$ 13,25 
25;Yes;Travel_Rarely;867;Sales;19;2;Marketing;1;952;3;Male;36;2;1;Sales Representative;2;Married; R$ 2.413,00 ;18798;1;Y;Yes;18;3;3;80;3;1;2;3;1;0;0;0; R$ 13,71 
40;No;Travel_Rarely;658;Sales;10;4;Marketing;1;954;1;Male;67;2;3;Sales Executive;2;Divorced; R$ 9.705,00 ;20652;2;Y;No;12;3;2;80;1;11;2;2;1;0;0;0; R$ 55,14 
26;No;Travel_Frequently;1283;Sales;1;3;Medical;1;956;3;Male;52;2;2;Sales Executive;1;Single; R$ 4.294,00 ;11148;1;Y;No;12;3;2;80;0;7;2;3;7;7;0;7; R$ 24,40 
41;No;Travel_Rarely;263;Research & Development;6;3;Medical;1;957;4;Male;59;3;1;Laboratory Technician;1;Single; R$ 4.721,00 ;3119;2;Y;Yes;13;3;3;80;0;20;3;3;18;13;2;17; R$ 26,82 
36;No;Travel_Rarely;938;Research & Development;2;4;Medical;1;958;3;Male;79;3;1;Laboratory Technician;3;Single; R$ 2.519,00 ;12287;4;Y;No;21;4;3;80;0;16;6;3;11;8;3;9; R$ 14,31 
19;Yes;Travel_Rarely;419;Sales;21;3;Other;1;959;4;Male;37;2;1;Sales Representative;2;Single; R$ 2.121,00 ;9947;1;Y;Yes;13;3;2;80;0;1;3;4;1;0;0;0; R$ 12,05 
20;Yes;Travel_Rarely;129;Research & Development;4;3;Technical Degree;1;960;1;Male;84;3;1;Laboratory Technician;1;Single; R$ 2.973,00 ;13008;1;Y;No;19;3;2;80;0;1;2;3;1;0;0;0; R$ 16,89 
31;No;Travel_Rarely;616;Research & Development;12;3;Medical;1;961;4;Female;41;3;2;Healthcare Representative;4;Married; R$ 5.855,00 ;17369;0;Y;Yes;11;3;3;80;2;10;2;1;9;7;8;5; R$ 33,27 
40;No;Travel_Frequently;1469;Research & Development;9;4;Medical;1;964;4;Male;35;3;1;Research Scientist;2;Divorced; R$ 3.617,00 ;25063;8;Y;Yes;14;3;4;80;1;3;2;3;1;1;0;0; R$ 20,55 
32;No;Travel_Rarely;498;Research & Development;3;4;Medical;1;966;3;Female;93;3;2;Manufacturing Director;1;Married; R$ 6.725,00 ;13554;1;Y;No;12;3;3;80;1;8;2;4;8;7;6;3; R$ 38,21 
36;Yes;Travel_Rarely;530;Sales;3;1;Life Sciences;1;967;3;Male;51;2;3;Sales Executive;4;Married; R$ 10.325,00 ;5518;1;Y;Yes;11;3;1;80;1;16;6;3;16;7;3;7; R$ 58,66 
33;No;Travel_Rarely;1069;Research & Development;1;3;Life Sciences;1;969;2;Female;42;2;2;Healthcare Representative;4;Single; R$ 6.949,00 ;12291;0;Y;No;14;3;1;80;0;6;3;3;5;0;1;4; R$ 39,48 
37;Yes;Travel_Rarely;625;Sales;1;4;Life Sciences;1;970;1;Male;46;2;3;Sales Executive;3;Married; R$ 10.609,00 ;14922;5;Y;No;11;3;3;80;0;17;2;1;14;1;11;7; R$ 60,28 
45;No;Non-Travel;805;Research & Development;4;2;Life Sciences;1;972;3;Male;57;3;2;Laboratory Technician;2;Married; R$ 4.447,00 ;23163;1;Y;No;12;3;2;80;0;9;5;2;9;7;0;8; R$ 25,27 
29;No;Travel_Frequently;1404;Sales;20;3;Technical Degree;1;974;3;Female;84;3;1;Sales Representative;4;Married; R$ 2.157,00 ;18203;1;Y;No;15;3;2;80;1;3;5;3;3;1;0;2; R$ 12,26 
35;No;Travel_Rarely;1219;Sales;18;3;Medical;1;975;3;Female;86;3;2;Sales Executive;3;Married; R$ 4.601,00 ;6179;1;Y;No;16;3;2;80;0;5;3;3;5;2;1;0; R$ 26,14 
52;No;Travel_Rarely;1053;Research & Development;1;2;Life Sciences;1;976;4;Male;70;3;4;Manager;4;Married; R$ 17.099,00 ;13829;2;Y;No;15;3;2;80;1;26;2;2;9;8;7;8; R$ 97,15 
58;Yes;Travel_Rarely;289;Research & Development;2;3;Technical Degree;1;977;4;Male;51;3;1;Research Scientist;3;Single; R$ 2.479,00 ;26227;4;Y;No;24;4;1;80;0;7;4;3;1;0;0;0; R$ 14,09 
53;No;Travel_Rarely;1376;Sales;2;2;Medical;1;981;3;Male;45;3;4;Manager;3;Divorced; R$ 14.852,00 ;13938;6;Y;No;13;3;3;80;1;22;3;4;17;13;15;2; R$ 84,39 
30;No;Travel_Rarely;231;Sales;8;2;Other;1;982;3;Male;62;3;3;Sales Executive;3;Divorced; R$ 7.264,00 ;9977;5;Y;No;11;3;1;80;1;10;2;4;8;4;7;7; R$ 41,27 
38;No;Non-Travel;152;Sales;10;3;Technical Degree;1;983;3;Female;85;3;2;Sales Executive;4;Single; R$ 5.666,00 ;19899;1;Y;Yes;13;3;2;80;0;6;1;3;5;3;1;3; R$ 32,19 
35;No;Travel_Rarely;882;Sales;3;4;Life Sciences;1;984;4;Male;92;3;3;Sales Executive;4;Divorced; R$ 7.823,00 ;6812;6;Y;No;13;3;2;80;1;12;2;3;10;9;0;8; R$ 44,45 
39;No;Travel_Rarely;903;Sales;2;5;Life Sciences;1;985;1;Male;41;4;3;Sales Executive;3;Single; R$ 7.880,00 ;2560;0;Y;No;18;3;4;80;0;9;3;3;8;7;0;7; R$ 44,77 
40;Yes;Non-Travel;1479;Sales;24;3;Life Sciences;1;986;2;Female;100;4;4;Sales Executive;2;Single; R$ 13.194,00 ;17071;4;Y;Yes;16;3;4;80;0;22;2;2;1;0;0;0; R$ 74,97 
47;No;Travel_Frequently;1379;Research & Development;16;4;Medical;1;987;3;Male;64;4;2;Manufacturing Director;3;Divorced; R$ 5.067,00 ;6759;1;Y;Yes;19;3;3;80;0;20;3;4;19;10;2;7; R$ 28,79 
36;No;Non-Travel;1229;Sales;8;4;Technical Degree;1;990;1;Male;84;3;2;Sales Executive;4;Divorced; R$ 5.079,00 ;25952;4;Y;No;13;3;4;80;2;12;3;3;7;7;0;7; R$ 28,86 
31;Yes;Non-Travel;335;Research & Development;9;2;Medical;1;991;3;Male;46;2;1;Research Scientist;1;Single; R$ 2.321,00 ;10322;0;Y;Yes;22;4;1;80;0;4;0;3;3;2;1;2; R$ 13,19 
33;No;Non-Travel;722;Sales;17;3;Life Sciences;1;992;4;Male;38;3;4;Manager;3;Single; R$ 17.444,00 ;20489;1;Y;No;11;3;4;80;0;10;2;3;10;8;6;0; R$ 99,11 
29;Yes;Travel_Rarely;906;Research & Development;10;3;Life Sciences;1;994;4;Female;92;2;1;Research Scientist;1;Single; R$ 2.404,00 ;11479;6;Y;Yes;20;4;3;80;0;3;5;3;0;0;0;0; R$ 13,66 
33;No;Travel_Rarely;461;Research & Development;13;1;Life Sciences;1;995;2;Female;53;3;1;Research Scientist;4;Single; R$ 3.452,00 ;17241;3;Y;No;18;3;1;80;0;5;4;3;3;2;0;2; R$ 19,61 
45;No;Travel_Rarely;974;Research & Development;1;4;Medical;1;996;4;Female;91;3;1;Laboratory Technician;4;Divorced; R$ 2.270,00 ;11005;3;Y;No;14;3;4;80;2;8;2;3;5;3;0;2; R$ 12,90 
50;No;Travel_Rarely;1126;Research & Development;1;2;Medical;1;997;4;Male;66;3;4;Research Director;4;Divorced; R$ 17.399,00 ;6615;9;Y;No;22;4;3;80;1;32;1;2;5;4;1;3; R$ 98,86 
33;No;Travel_Frequently;827;Research & Development;1;4;Other;1;998;3;Female;84;4;2;Healthcare Representative;2;Married; R$ 5.488,00 ;20161;1;Y;Yes;13;3;1;80;1;6;2;3;6;5;1;2; R$ 31,18 
41;No;Travel_Frequently;840;Research & Development;9;3;Medical;1;999;1;Male;64;3;5;Research Director;3;Divorced; R$ 19.419,00 ;3735;2;Y;No;17;3;2;80;1;21;2;4;18;16;0;11; R$ 110,34 
27;No;Travel_Rarely;1134;Research & Development;16;4;Technical Degree;1;1001;3;Female;37;3;1;Laboratory Technician;2;Married; R$ 2.811,00 ;12086;9;Y;No;14;3;2;80;1;4;2;3;2;2;2;2; R$ 15,97 
45;No;Non-Travel;248;Research & Development;23;2;Life Sciences;1;1002;4;Male;42;3;2;Laboratory Technician;1;Married; R$ 3.633,00 ;14039;1;Y;Yes;15;3;3;80;1;9;2;3;9;8;0;8; R$ 20,64 
47;No;Travel_Rarely;955;Sales;4;2;Life Sciences;1;1003;4;Female;83;3;2;Sales Executive;4;Single; R$ 4.163,00 ;8571;1;Y;Yes;17;3;3;80;0;9;0;3;9;0;0;7; R$ 23,65 
30;Yes;Travel_Rarely;138;Research & Development;22;3;Life Sciences;1;1004;1;Female;48;3;1;Research Scientist;3;Married; R$ 2.132,00 ;11539;4;Y;Yes;11;3;2;80;0;7;2;3;5;2;0;1; R$ 12,11 
50;No;Travel_Rarely;939;Research & Development;24;3;Life Sciences;1;1005;4;Male;95;3;4;Manufacturing Director;3;Married; R$ 13.973,00 ;4161;3;Y;Yes;18;3;4;80;1;22;2;3;12;11;1;5; R$ 79,39 
38;No;Travel_Frequently;1391;Research & Development;10;1;Medical;1;1006;3;Male;66;3;1;Research Scientist;3;Married; R$ 2.684,00 ;12127;0;Y;No;17;3;2;80;1;3;0;2;2;1;0;2; R$ 15,25 
46;No;Travel_Rarely;566;Research & Development;7;2;Medical;1;1007;4;Male;75;3;3;Manufacturing Director;3;Divorced; R$ 10.845,00 ;24208;6;Y;No;13;3;2;80;1;13;3;3;8;7;0;7; R$ 61,62 
24;No;Travel_Rarely;1206;Research & Development;17;1;Medical;1;1009;4;Female;41;2;2;Manufacturing Director;3;Divorced; R$ 4.377,00 ;24117;1;Y;No;15;3;2;80;2;5;6;3;4;2;3;2; R$ 24,87 
35;Yes;Travel_Rarely;622;Research & Development;14;4;Other;1;1010;3;Male;39;2;1;Laboratory Technician;2;Divorced; R$ 3.743,00 ;10074;1;Y;Yes;24;4;4;80;1;5;2;1;4;2;0;2; R$ 21,27 
31;No;Travel_Frequently;853;Research & Development;1;1;Life Sciences;1;1011;3;Female;96;3;2;Manufacturing Director;1;Married; R$ 4.148,00 ;11275;1;Y;No;12;3;3;80;1;4;1;3;4;3;0;3; R$ 23,57 
18;No;Non-Travel;287;Research & Development;5;2;Life Sciences;1;1012;2;Male;73;3;1;Research Scientist;4;Single; R$ 1.051,00 ;13493;1;Y;No;15;3;4;80;0;0;2;3;0;0;0;0; R$ 5,97 
54;No;Travel_Rarely;1441;Research & Development;17;3;Technical Degree;1;1013;3;Female;56;3;3;Manufacturing Director;3;Married; R$ 10.739,00 ;13943;8;Y;No;11;3;3;80;1;22;2;3;10;7;0;8; R$ 61,02 
35;No;Travel_Rarely;583;Research & Development;25;4;Medical;1;1014;3;Female;57;3;3;Healthcare Representative;3;Divorced; R$ 10.388,00 ;6975;1;Y;Yes;11;3;3;80;1;16;3;2;16;10;10;1; R$ 59,02 
30;No;Travel_Rarely;153;Research & Development;8;2;Life Sciences;1;1015;2;Female;73;4;3;Research Director;1;Married; R$ 11.416,00 ;17802;0;Y;Yes;12;3;3;80;3;9;4;2;8;7;1;7; R$ 64,86 
20;Yes;Travel_Rarely;1097;Research & Development;11;3;Medical;1;1016;4;Female;98;2;1;Research Scientist;1;Single; R$ 2.600,00 ;18275;1;Y;Yes;15;3;1;80;0;1;2;3;1;0;0;0; R$ 14,77 
30;Yes;Travel_Frequently;109;Research & Development;5;3;Medical;1;1017;2;Female;60;3;1;Laboratory Technician;2;Single; R$ 2.422,00 ;25725;0;Y;No;17;3;1;80;0;4;3;3;3;2;1;2; R$ 13,76 
26;No;Travel_Rarely;1066;Research & Development;2;2;Medical;1;1018;4;Male;32;4;2;Manufacturing Director;4;Married; R$ 5.472,00 ;3334;1;Y;No;12;3;2;80;0;8;2;3;8;7;1;3; R$ 31,09 
22;No;Travel_Rarely;217;Research & Development;8;1;Life Sciences;1;1019;2;Male;94;1;1;Laboratory Technician;1;Married; R$ 2.451,00 ;6881;1;Y;No;15;3;1;80;1;4;3;2;4;3;1;1; R$ 13,93 
48;No;Travel_Rarely;277;Research & Development;6;3;Life Sciences;1;1022;1;Male;97;2;2;Healthcare Representative;3;Single; R$ 4.240,00 ;13119;2;Y;No;13;3;4;80;0;19;0;3;2;2;2;2; R$ 24,09 
48;No;Travel_Rarely;1355;Research & Development;4;4;Life Sciences;1;1024;3;Male;78;2;3;Healthcare Representative;3;Single; R$ 10.999,00 ;22245;7;Y;No;14;3;2;80;0;27;3;3;15;11;4;8; R$ 62,49 
41;No;Travel_Rarely;549;Research & Development;7;2;Medical;1;1025;4;Female;42;3;2;Manufacturing Director;3;Single; R$ 5.003,00 ;23371;6;Y;No;14;3;2;80;0;8;6;3;2;2;2;1; R$ 28,43 
39;No;Travel_Rarely;466;Research & Development;1;1;Life Sciences;1;1026;4;Female;65;2;4;Manufacturing Director;4;Married; R$ 12.742,00 ;7060;1;Y;No;16;3;3;80;1;21;3;3;21;6;11;8; R$ 72,40 
27;No;Travel_Rarely;1055;Research & Development;2;4;Life Sciences;1;1027;1;Female;47;3;2;Manufacturing Director;4;Married; R$ 4.227,00 ;4658;0;Y;No;18;3;2;80;1;4;2;3;3;2;2;2; R$ 24,02 
35;No;Travel_Rarely;802;Research & Development;10;3;Other;1;1028;2;Male;45;3;1;Laboratory Technician;4;Divorced; R$ 3.917,00 ;9541;1;Y;No;20;4;1;80;1;3;4;2;3;2;1;2; R$ 22,26 
42;No;Travel_Rarely;265;Sales;5;2;Marketing;1;1029;4;Male;90;3;5;Manager;3;Married; R$ 18.303,00 ;7770;6;Y;No;13;3;2;80;0;21;3;4;1;0;0;0; R$ 103,99 
50;No;Travel_Rarely;804;Research & Development;9;3;Life Sciences;1;1030;1;Male;64;3;1;Laboratory Technician;4;Married; R$ 2.380,00 ;20165;4;Y;No;18;3;2;80;0;8;5;3;1;0;0;0; R$ 13,52 
59;No;Travel_Rarely;715;Research & Development;2;3;Life Sciences;1;1032;3;Female;69;2;4;Manufacturing Director;4;Single; R$ 13.726,00 ;21829;3;Y;Yes;13;3;1;80;0;30;4;3;5;3;4;3; R$ 77,99 
37;Yes;Travel_Rarely;1141;Research & Development;11;2;Medical;1;1033;1;Female;61;1;2;Healthcare Representative;2;Married; R$ 4.777,00 ;14382;5;Y;No;15;3;1;80;0;15;2;1;1;0;0;0; R$ 27,14 
55;No;Travel_Frequently;135;Research & Development;18;4;Medical;1;1034;3;Male;62;3;2;Healthcare Representative;2;Married; R$ 6.385,00 ;12992;3;Y;Yes;14;3;4;80;2;17;3;3;8;7;6;7; R$ 36,28 
41;No;Non-Travel;247;Research & Development;7;1;Life Sciences;1;1035;2;Female;55;1;5;Research Director;3;Divorced; R$ 19.973,00 ;20284;1;Y;No;22;4;2;80;2;21;3;3;21;16;5;10; R$ 113,48 
38;No;Travel_Rarely;1035;Sales;3;4;Life Sciences;1;1036;2;Male;42;3;2;Sales Executive;4;Single; R$ 6.861,00 ;4981;8;Y;Yes;12;3;3;80;0;19;1;3;1;0;0;0; R$ 38,98 
26;Yes;Non-Travel;265;Sales;29;2;Medical;1;1037;2;Male;79;1;2;Sales Executive;1;Single; R$ 4.969,00 ;21813;8;Y;No;18;3;4;80;0;7;6;3;2;2;2;2; R$ 28,23 
52;Yes;Travel_Rarely;266;Sales;2;1;Marketing;1;1038;1;Female;57;1;5;Manager;4;Married; R$ 19.845,00 ;25846;1;Y;No;15;3;4;80;1;33;3;3;32;14;6;9; R$ 112,76 
44;No;Travel_Rarely;1448;Sales;28;3;Medical;1;1039;4;Female;53;4;4;Sales Executive;4;Married; R$ 13.320,00 ;11737;3;Y;Yes;18;3;3;80;1;23;2;3;12;11;11;11; R$ 75,68 
50;No;Non-Travel;145;Sales;1;3;Life Sciences;1;1040;4;Female;95;3;2;Sales Executive;3;Married; R$ 6.347,00 ;24920;0;Y;No;12;3;1;80;1;19;3;3;18;7;0;13; R$ 36,06 
36;Yes;Travel_Rarely;885;Research & Development;16;4;Life Sciences;1;1042;3;Female;43;4;1;Laboratory Technician;1;Single; R$ 2.743,00 ;8269;1;Y;No;16;3;3;80;0;18;1;3;17;13;15;14; R$ 15,59 
39;No;Travel_Frequently;945;Research & Development;22;3;Medical;1;1043;4;Female;82;3;3;Manufacturing Director;1;Single; R$ 10.880,00 ;5083;1;Y;Yes;13;3;3;80;0;21;2;3;21;6;2;8; R$ 61,82 
33;No;Non-Travel;1038;Sales;8;1;Life Sciences;1;1044;2;Female;88;2;1;Sales Representative;4;Single; R$ 2.342,00 ;21437;0;Y;No;19;3;4;80;0;3;2;2;2;2;2;2; R$ 13,31 
45;No;Travel_Rarely;1234;Sales;11;2;Life Sciences;1;1045;4;Female;90;3;4;Manager;4;Married; R$ 17.650,00 ;5404;3;Y;No;13;3;2;80;1;26;4;4;9;3;1;1; R$ 100,28 
32;No;Non-Travel;1109;Research & Development;29;4;Medical;1;1046;4;Female;69;3;1;Laboratory Technician;3;Single; R$ 4.025,00 ;11135;9;Y;No;12;3;2;80;0;10;2;3;8;7;7;7; R$ 22,87 
34;No;Travel_Rarely;216;Sales;1;4;Marketing;1;1047;2;Male;75;4;2;Sales Executive;4;Divorced; R$ 9.725,00 ;12278;0;Y;No;11;3;4;80;1;16;2;2;15;1;0;9; R$ 55,26 
59;No;Travel_Rarely;1089;Sales;1;2;Technical Degree;1;1048;2;Male;66;3;3;Manager;4;Married; R$ 11.904,00 ;11038;3;Y;Yes;14;3;3;80;1;14;1;1;6;4;0;4; R$ 67,64 
45;No;Travel_Rarely;788;Human Resources;24;4;Medical;1;1049;2;Male;36;3;1;Human Resources;2;Single; R$ 2.177,00 ;8318;1;Y;No;16;3;1;80;0;6;3;3;6;3;0;4; R$ 12,37 
53;No;Travel_Frequently;124;Sales;2;3;Marketing;1;1050;3;Female;38;2;3;Sales Executive;2;Married; R$ 7.525,00 ;23537;2;Y;No;12;3;1;80;1;30;2;3;15;7;6;12; R$ 42,76 
36;Yes;Travel_Rarely;660;Research & Development;15;3;Other;1;1052;1;Male;81;3;2;Laboratory Technician;3;Divorced; R$ 4.834,00 ;7858;7;Y;No;14;3;2;80;1;9;3;2;1;0;0;0; R$ 27,47 
26;Yes;Travel_Frequently;342;Research & Development;2;3;Life Sciences;1;1053;1;Male;57;3;1;Research Scientist;1;Married; R$ 2.042,00 ;15346;6;Y;Yes;14;3;2;80;1;6;2;3;3;2;1;2; R$ 11,60 
34;No;Travel_Rarely;1333;Sales;10;4;Life Sciences;1;1055;3;Female;87;3;1;Sales Representative;3;Married; R$ 2.220,00 ;18410;1;Y;Yes;19;3;4;80;1;1;2;3;1;1;0;0; R$ 12,61 
28;No;Travel_Rarely;1144;Sales;10;1;Medical;1;1056;4;Male;74;3;1;Sales Representative;2;Married; R$ 1.052,00 ;23384;1;Y;No;22;4;2;80;0;1;5;3;1;0;0;0; R$ 5,98 
38;No;Travel_Frequently;1186;Research & Development;3;4;Other;1;1060;3;Male;44;3;1;Research Scientist;3;Married; R$ 2.821,00 ;2997;3;Y;No;16;3;1;80;1;8;2;3;2;2;2;2; R$ 16,03 
50;No;Travel_Rarely;1464;Research & Development;2;4;Medical;1;1061;2;Male;62;3;5;Research Director;3;Married; R$ 19.237,00 ;12853;2;Y;Yes;11;3;4;80;1;29;2;2;8;1;7;7; R$ 109,30 
37;No;Travel_Rarely;124;Research & Development;3;3;Other;1;1062;4;Female;35;3;2;Healthcare Representative;2;Single; R$ 4.107,00 ;13848;3;Y;No;15;3;1;80;0;8;3;2;4;3;0;1; R$ 23,34 
40;No;Travel_Rarely;300;Sales;26;3;Marketing;1;1066;3;Male;74;3;2;Sales Executive;1;Married; R$ 8.396,00 ;22217;1;Y;No;14;3;2;80;1;8;3;2;7;7;7;5; R$ 47,70 
26;No;Travel_Frequently;921;Research & Development;1;1;Medical;1;1068;1;Female;66;2;1;Research Scientist;3;Divorced; R$ 2.007,00 ;25265;1;Y;No;13;3;3;80;2;5;5;3;5;3;1;3; R$ 11,40 
46;No;Travel_Rarely;430;Research & Development;1;4;Medical;1;1069;4;Male;40;3;5;Research Director;4;Divorced; R$ 19.627,00 ;21445;9;Y;No;17;3;4;80;2;23;0;3;2;2;2;2; R$ 111,52 
54;No;Travel_Rarely;1082;Sales;2;4;Life Sciences;1;1070;3;Female;41;2;3;Sales Executive;3;Married; R$ 10.686,00 ;8392;6;Y;No;11;3;2;80;1;13;4;3;9;4;7;0; R$ 60,72 
56;No;Travel_Frequently;1240;Research & Development;9;3;Medical;1;1071;1;Female;63;3;1;Research Scientist;3;Married; R$ 2.942,00 ;12154;2;Y;No;19;3;2;80;1;18;4;3;5;4;0;3; R$ 16,72 
36;No;Travel_Rarely;796;Research & Development;12;5;Medical;1;1073;4;Female;51;2;3;Manufacturing Director;4;Single; R$ 8.858,00 ;15669;0;Y;No;11;3;2;80;0;15;2;2;14;8;7;8; R$ 50,33 
55;No;Non-Travel;444;Research & Development;2;1;Medical;1;1074;3;Male;40;2;4;Manager;1;Single; R$ 16.756,00 ;17323;7;Y;No;15;3;2;80;0;31;3;4;9;7;6;2; R$ 95,20 
43;No;Travel_Rarely;415;Sales;25;3;Medical;1;1076;3;Male;79;2;3;Sales Executive;4;Divorced; R$ 10.798,00 ;5268;5;Y;No;13;3;3;80;1;18;5;3;1;0;0;0; R$ 61,35 
20;Yes;Travel_Frequently;769;Sales;9;3;Marketing;1;1077;4;Female;54;3;1;Sales Representative;4;Single; R$ 2.323,00 ;17205;1;Y;Yes;14;3;2;80;0;2;3;3;2;2;0;2; R$ 13,20 
21;Yes;Travel_Rarely;1334;Research & Development;10;3;Life Sciences;1;1079;3;Female;36;2;1;Laboratory Technician;1;Single; R$ 1.416,00 ;17258;1;Y;No;13;3;1;80;0;1;6;2;1;0;1;0; R$ 8,05 
46;No;Travel_Rarely;1003;Research & Development;8;4;Life Sciences;1;1080;4;Female;74;2;2;Research Scientist;1;Divorced; R$ 4.615,00 ;21029;8;Y;Yes;23;4;1;80;3;19;2;3;16;13;1;7; R$ 26,22 
51;Yes;Travel_Rarely;1323;Research & Development;4;4;Life Sciences;1;1081;1;Male;34;3;1;Research Scientist;3;Married; R$ 2.461,00 ;10332;9;Y;Yes;12;3;3;80;3;18;2;4;10;0;2;7; R$ 13,98 
28;Yes;Non-Travel;1366;Research & Development;24;2;Technical Degree;1;1082;2;Male;72;2;3;Healthcare Representative;1;Single; R$ 8.722,00 ;12355;1;Y;No;12;3;1;80;0;10;2;2;10;7;1;9; R$ 49,56 
26;No;Travel_Rarely;192;Research & Development;1;2;Medical;1;1083;1;Male;59;2;1;Laboratory Technician;1;Married; R$ 3.955,00 ;11141;1;Y;No;16;3;1;80;2;6;2;3;5;3;1;3; R$ 22,47 
30;No;Travel_Rarely;1176;Research & Development;20;3;Other;1;1084;3;Male;85;3;2;Manufacturing Director;1;Married; R$ 9.957,00 ;9096;0;Y;No;15;3;3;80;1;7;1;2;6;2;0;2; R$ 56,57 
41;No;Travel_Rarely;509;Research & Development;7;2;Technical Degree;1;1085;2;Female;43;4;1;Research Scientist;3;Married; R$ 3.376,00 ;18863;1;Y;No;13;3;3;80;0;10;3;3;10;6;0;8; R$ 19,18 
38;No;Travel_Rarely;330;Research & Development;17;1;Life Sciences;1;1088;3;Female;65;2;3;Healthcare Representative;3;Married; R$ 8.823,00 ;24608;0;Y;No;18;3;1;80;1;20;4;2;19;9;1;9; R$ 50,13 
40;No;Travel_Rarely;1492;Research & Development;20;4;Technical Degree;1;1092;1;Male;61;3;3;Healthcare Representative;4;Married; R$ 10.322,00 ;26542;4;Y;No;20;4;4;80;1;14;6;3;11;10;11;1; R$ 58,65 
27;No;Non-Travel;1277;Research & Development;8;5;Life Sciences;1;1094;1;Male;87;1;1;Laboratory Technician;3;Married; R$ 4.621,00 ;5869;1;Y;No;19;3;4;80;3;3;4;3;3;2;1;2; R$ 26,26 
55;No;Travel_Frequently;1091;Research & Development;2;1;Life Sciences;1;1096;4;Male;65;3;3;Manufacturing Director;2;Married; R$ 10.976,00 ;15813;3;Y;No;18;3;2;80;1;23;4;3;3;2;1;2; R$ 62,36 
28;No;Travel_Rarely;857;Research & Development;10;3;Other;1;1097;3;Female;59;3;2;Research Scientist;3;Single; R$ 3.660,00 ;7909;3;Y;No;13;3;4;80;0;10;4;4;8;7;1;7; R$ 20,80 
44;Yes;Travel_Rarely;1376;Human Resources;1;2;Medical;1;1098;2;Male;91;2;3;Human Resources;1;Married; R$ 10.482,00 ;2326;9;Y;No;14;3;4;80;1;24;1;3;20;6;3;6; R$ 59,56 
33;No;Travel_Rarely;654;Research & Development;5;3;Life Sciences;1;1099;4;Male;34;2;3;Healthcare Representative;4;Divorced; R$ 7.119,00 ;21214;4;Y;No;15;3;3;80;1;9;2;3;3;2;1;2; R$ 40,45 
35;Yes;Travel_Rarely;1204;Sales;4;3;Technical Degree;1;1100;4;Male;86;3;3;Sales Executive;1;Single; R$ 9.582,00 ;10333;0;Y;Yes;22;4;1;80;0;9;2;3;8;7;4;7; R$ 54,44 
33;Yes;Travel_Frequently;827;Research & Development;29;4;Medical;1;1101;1;Female;54;2;2;Research Scientist;3;Single; R$ 4.508,00 ;3129;1;Y;No;22;4;2;80;0;14;4;3;13;7;3;8; R$ 25,61 
28;No;Travel_Rarely;895;Research & Development;15;2;Life Sciences;1;1102;1;Male;50;3;1;Laboratory Technician;3;Divorced; R$ 2.207,00 ;22482;1;Y;No;16;3;4;80;1;4;5;2;4;2;2;2; R$ 12,54 
34;No;Travel_Frequently;618;Research & Development;3;1;Life Sciences;1;1103;1;Male;45;3;2;Healthcare Representative;4;Single; R$ 7.756,00 ;22266;0;Y;No;17;3;3;80;0;7;1;2;6;2;0;4; R$ 44,07 
37;No;Travel_Rarely;309;Sales;10;4;Life Sciences;1;1105;4;Female;88;2;2;Sales Executive;4;Divorced; R$ 6.694,00 ;24223;2;Y;Yes;14;3;3;80;3;8;5;3;1;0;0;0; R$ 38,03 
25;Yes;Travel_Rarely;1219;Research & Development;4;1;Technical Degree;1;1106;4;Male;32;3;1;Laboratory Technician;4;Married; R$ 3.691,00 ;4605;1;Y;Yes;15;3;2;80;1;7;3;4;7;7;5;6; R$ 20,97 
26;Yes;Travel_Rarely;1330;Research & Development;21;3;Medical;1;1107;1;Male;37;3;1;Laboratory Technician;3;Divorced; R$ 2.377,00 ;19373;1;Y;No;20;4;3;80;1;1;0;2;1;1;0;0; R$ 13,51 
33;Yes;Travel_Rarely;1017;Research & Development;25;3;Medical;1;1108;1;Male;55;2;1;Research Scientist;2;Single; R$ 2.313,00 ;2993;4;Y;Yes;20;4;2;80;0;5;0;3;2;2;2;2; R$ 13,14 
42;No;Travel_Rarely;469;Research & Development;2;2;Medical;1;1109;4;Male;35;3;4;Manager;1;Married; R$ 17.665,00 ;14399;0;Y;No;17;3;4;80;1;23;3;3;22;6;13;7; R$ 100,37 
28;Yes;Travel_Frequently;1009;Research & Development;1;3;Medical;1;1111;1;Male;45;2;1;Laboratory Technician;2;Divorced; R$ 2.596,00 ;7160;1;Y;No;15;3;1;80;2;1;2;3;1;0;0;0; R$ 14,75 
